ytid_V,Comments,Emotion,Extra_emotion,aspect_version,caption_version,shorth_aspect,short_caption,Instrumental,aspect_list,caption
2G4lyzAZ1vk_4,Not an amateur recording. Very realistic voice.,Happy,Chill,FALSE,TRUE,FALSE,TRUE,FALSE,"r&b/soul, female voice singing, e-guitar, sensual, soulful, amateur recording, medium to uptempo","A female voice is singing soulfully, sounding a little airy and sensual. Someone is playing neo-soul chords on an e-guitar. This song may be playing at home singing along to a karaoke song. "
2Ic1zm9mBjk_1,Not classical hindustani music. Very far away from the prompted genre. No sitar,Happy,,TRUE,FALSE,TRUE,TRUE,FALSE,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_2,"Not classical hindustani music. Very far away from the prompted genre. No sitar. Very inapropiate as ads a foreign hindi accent as the ""classical hindi"" element.",Happy,,TRUE,FALSE,TRUE,TRUE,FALSE,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_3,Not classical hindustani music. Better that the other versions. follows the instrumental prompt without specialy selecting the characteristic in the generator.,Happy,,FALSE,TRUE,TRUE,TRUE,TRUE,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2Ic1zm9mBjk_4,Not classical hindustani music. Very short. follows the instrumental prompt without specialy selecting the characteristic in the generator.,Happy,,FALSE,TRUE,TRUE,TRUE,TRUE,"classical hindustani music, sitar playing, sitarist, ethic indian instruments, double time percussion rhythm, groovy, himdustani music hits, live performance, tabla playing percussively, medium tempo, ","The song is an instrumental. The song is medium tempo with a sitar playing solo, tabla playing percussively and other Indian percussion instruments. The song is emotional and poignant. "
2KkNk9Ao7G4_1,Follows the low quality and weird prompts by generating a 5 sec recording of noise. Generator creates lyrics but doens't reproduce them.,Disgust,Disturbing,TRUE,FALSE,FALSE,TRUE,TRUE,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_2,Follows well the low quality and weird prompts. short duration. Generator creates lyrics but doens't reproduce them.,Happy,,TRUE,FALSE,FALSE,TRUE,TRUE,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_3,Follows well the low quality and weird prompts. short duration. Generator creates lyrics but doens't reproduce them.,Disgust,"Disturbing, surprise",FALSE,TRUE,FALSE,TRUE,TRUE,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2KkNk9Ao7G4_4,Follows well the low quality and weird prompts.,Disgust,"Disturbing, surprise",FALSE,TRUE,FALSE,TRUE,FALSE,"low quality, punchy kick, punchy snare, shimmering hi hats, buzzy synth bass, 8 bit synth lead melody, groovy, weird, background music","The low quality recording features a punchy kick and snare hits, followed by shimmering hi hats, buzzy synth bass and 8 bit synth lead melody. It sounds groovy, weird "
2Q20hVyYjBM_1,Follows well the dutch language prompt,Happy,Melancholic,TRUE,FALSE,FALSE,FALSE,FALSE,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_2,Follows well the dutch language prompt,Happy,Melancholic,TRUE,FALSE,FALSE,FALSE,FALSE,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_3,Follows well the dutch language prompt. No accordion,Sad,Calm,FALSE,TRUE,FALSE,FALSE,FALSE,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2Q20hVyYjBM_4,Follows well the dutch language prompt. No accordion,Sad,Calm,FALSE,TRUE,FALSE,FALSE,FALSE,"male singer, slow tempo, foreign language, world music, country music, acordion accompaniment, vocal emphasis, dutch, folk song, pop, folk pop, regional music, metallic clicking sound","A male vocalist sings this passionate song in Dutch. The tempo is slow with vocal emphasis and an accordion harmony. The song is a simple, narrative, slow Folk song."
2ShO1jZYZeA_1,Not instrumental,Exciting,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_2,Not instrumental,Exciting,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_3,Not instrumental. Specific instruction on musical terms about the composition are not followed (in which bar happens what).,Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,FALSE,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2ShO1jZYZeA_4,Not instrumental. Specific instruction on musical terms about the composition are not followed (in which bar happens what).,Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,FALSE,"techno song, synth sounds, programmed percussion, fast tempo, no voices, instrumental, adverticement music","This techno song features programmed percussion playing at a fast tempo. After two bars, the percussion plays a crash cymbal and pauses. There are layers of synth sounds. "
2VFVe0RCn7g_1,"Not a classical melody, not an amteur recording",Exciting,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"e-guitar, finger tapping, amateur recording, faster tempo, classical melody",Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skill
2VFVe0RCn7g_2,"Not a classical melody, not an amteur recording",Exciting,Energetic,TRUE,FALSE,FALSE,TRUE,FALSE,"e-guitar, finger tapping, amateur recording, faster tempo, classical melody",Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skill
2VFVe0RCn7g_3,"Not a classical melody, not an amteur recording",Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,FALSE,"e-guitar, finger tapping, amateur recording, faster tempo, classical melody",Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skill
2VFVe0RCn7g_4,"Not a classical melody, not an amteur recording",Exciting,Energetic,FALSE,TRUE,FALSE,TRUE,FALSE,"e-guitar, finger tapping, amateur recording, faster tempo, classical melody",Someone is playing a distorted e-guitar. Finger-tapping a classical music piece. This is an amateur recording and not of the best sound-quality. This song may be playing at home showing off your skill
2ZfthfWQowE_1,"Very far stylistically from the prompted ""african tribal percussions,"" more like instrumental rock. Very short duration.",Exciting,Energetic,TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental music, african tribal percussions, medium fast tempo, string section, violins playing, groovy bas slime, cymbals crashing, philharmonic orchestra, energetic, poor audio quality, ","The song is an instrumental. The song is medium fast tempo with African folk drumming rhythm, string section, violins playing, horns and woodwinds playing in harmony. The song is adventurous "
2ZfthfWQowE_2,"Very far stylistically from the prompted ""african tribal percussions,"" more like instrumental rock",Exciting,Energetic,TRUE,FALSE,TRUE,TRUE,TRUE,"instrumental music, african tribal percussions, medium fast tempo, string section, violins playing, groovy bas slime, cymbals crashing, philharmonic orchestra, energetic, poor audio quality, ","The song is an instrumental. The song is medium fast tempo with African folk drumming rhythm, string section, violins playing, horns and woodwinds playing in harmony. The song is adventurous "
2ZfthfWQowE_3,,Surprise,,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental music, african tribal percussions, medium fast tempo, string section, violins playing, groovy bas slime, cymbals crashing, philharmonic orchestra, energetic, poor audio quality, ","The song is an instrumental. The song is medium fast tempo with African folk drumming rhythm, string section, violins playing, horns and woodwinds playing in harmony. The song is adventurous "
2ZfthfWQowE_4,"No woodwinds or violins, very short. ",Happy,,FALSE,TRUE,TRUE,TRUE,TRUE,"instrumental music, african tribal percussions, medium fast tempo, string section, violins playing, groovy bas slime, cymbals crashing, philharmonic orchestra, energetic, poor audio quality, ","The song is an instrumental. The song is medium fast tempo with African folk drumming rhythm, string section, violins playing, horns and woodwinds playing in harmony. The song is adventurous "
